,DataPesquisa,de,para,Ida,Volta,preco
352,25/01/2020 15:14:55,GRU,MIA,2020-07-06,2020-07-21,3384
353,25/01/2020 15:14:55,GRU,MIA,2020-07-06,2020-07-22,3407
354,25/01/2020 15:14:55,GRU,MIA,2020-07-07,2020-07-16,3383
355,25/01/2020 15:14:55,GRU,MIA,2020-07-07,2020-07-17,3520
356,25/01/2020 15:14:55,GRU,MIA,2020-07-07,2020-07-18,3529
357,25/01/2020 15:14:55,GRU,MIA,2020-07-07,2020-07-19,3183
358,25/01/2020 15:14:55,GRU,MIA,2020-07-07,2020-07-20,3488
359,25/01/2020 15:14:55,GRU,MIA,2020-07-07,2020-07-21,3345
360,25/01/2020 15:14:55,GRU,MIA,2020-07-07,2020-07-22,3496
361,25/01/2020 15:14:56,GRU,MDZ,2020-07-01,2020-07-16,1650
362,25/01/2020 15:14:56,GRU,MDZ,2020-07-01,2020-07-17,1683
363,25/01/2020 15:14:56,GRU,MDZ,2020-07-01,2020-07-18,1693
364,25/01/2020 15:14:56,GRU,MDZ,2020-07-01,2020-07-19,1697
365,25/01/2020 15:14:56,GRU,MDZ,2020-07-01,2020-07-20,1676
366,25/01/2020 15:14:56,GRU,MDZ,2020-07-01,2020-07-21,1658
367,25/01/2020 15:14:56,GRU,MDZ,2020-07-01,2020-07-22,1651
368,25/01/2020 15:14:56,GRU,MDZ,2020-07-02,2020-07-16,1680
369,25/01/2020 15:14:56,GRU,MDZ,2020-07-02,2020-07-17,1704
370,25/01/2020 15:14:56,GRU,MDZ,2020-07-02,2020-07-18,1718
371,25/01/2020 15:14:56,GRU,MDZ,2020-07-02,2020-07-19,1715
372,25/01/2020 15:14:56,GRU,MDZ,2020-07-02,2020-07-20,1692
373,25/01/2020 15:14:56,GRU,MDZ,2020-07-02,2020-07-21,1682
374,25/01/2020 15:14:56,GRU,MDZ,2020-07-02,2020-07-22,1680
375,25/01/2020 15:14:56,GRU,MDZ,2020-07-03,2020-07-16,1690
376,25/01/2020 15:14:56,GRU,MDZ,2020-07-03,2020-07-17,1702
377,25/01/2020 15:14:56,GRU,MDZ,2020-07-03,2020-07-18,1721
378,25/01/2020 15:14:56,GRU,MDZ,2020-07-03,2020-07-19,1704
379,25/01/2020 15:14:56,GRU,MDZ,2020-07-03,2020-07-20,1692
380,25/01/2020 15:14:56,GRU,MDZ,2020-07-03,2020-07-21,1681
381,25/01/2020 15:14:56,GRU,MDZ,2020-07-03,2020-07-22,1679
382,25/01/2020 15:14:56,GRU,MDZ,2020-07-04,2020-07-16,1731
383,25/01/2020 15:14:56,GRU,MDZ,2020-07-04,2020-07-17,1744
384,25/01/2020 15:14:56,GRU,MDZ,2020-07-04,2020-07-18,1771
385,25/01/2020 15:14:56,GRU,MDZ,2020-07-04,2020-07-19,1738
386,25/01/2020 15:14:56,GRU,MDZ,2020-07-04,2020-07-20,1721
387,25/01/2020 15:14:56,GRU,MDZ,2020-07-04,2020-07-21,1710
388,25/01/2020 15:14:56,GRU,MDZ,2020-07-04,2020-07-22,1708
389,25/01/2020 15:14:56,GRU,MDZ,2020-07-05,2020-07-16,1720
390,25/01/2020 15:14:56,GRU,MDZ,2020-07-05,2020-07-17,1726
391,25/01/2020 15:14:56,GRU,MDZ,2020-07-05,2020-07-18,1777
392,25/01/2020 15:14:56,GRU,MDZ,2020-07-05,2020-07-19,1760
393,25/01/2020 15:14:56,GRU,MDZ,2020-07-05,2020-07-20,1696
394,25/01/2020 15:14:56,GRU,MDZ,2020-07-05,2020-07-21,1698
395,25/01/2020 15:14:56,GRU,MDZ,2020-07-05,2020-07-22,1696
396,25/01/2020 15:14:56,GRU,MDZ,2020-07-06,2020-07-16,1691
397,25/01/2020 15:14:56,GRU,MDZ,2020-07-06,2020-07-17,1742
398,25/01/2020 15:14:56,GRU,MDZ,2020-07-06,2020-07-18,1817
399,25/01/2020 15:14:56,GRU,MDZ,2020-07-06,2020-07-19,1834
400,25/01/2020 15:14:56,GRU,MDZ,2020-07-06,2020-07-20,1736
401,25/01/2020 15:14:56,GRU,MDZ,2020-07-06,2020-07-21,1724
402,25/01/2020 15:14:56,GRU,MDZ,2020-07-06,2020-07-22,1694
403,25/01/2020 15:14:56,GRU,MDZ,2020-07-07,2020-07-16,1779
404,25/01/2020 15:14:56,GRU,MDZ,2020-07-07,2020-07-17,1782
405,25/01/2020 15:14:56,GRU,MDZ,2020-07-07,2020-07-18,1841
406,25/01/2020 15:14:56,GRU,MDZ,2020-07-07,2020-07-19,1885
407,25/01/2020 15:14:56,GRU,MDZ,2020-07-07,2020-07-20,1810
408,25/01/2020 15:14:56,GRU,MDZ,2020-07-07,2020-07-21,1811
409,25/01/2020 15:14:56,GRU,MDZ,2020-07-07,2020-07-22,1777
410,25/01/2020 15:14:57,GRU,BRC,2020-07-01,2020-07-16,1968
411,25/01/2020 15:14:57,GRU,BRC,2020-07-01,2020-07-17,1992
412,25/01/2020 15:14:57,GRU,BRC,2020-07-01,2020-07-18,2081
413,25/01/2020 15:14:57,GRU,BRC,2020-07-01,2020-07-19,2090
414,25/01/2020 15:14:57,GRU,BRC,2020-07-01,2020-07-20,2002
415,25/01/2020 15:14:57,GRU,BRC,2020-07-01,2020-07-21,2001
416,25/01/2020 15:14:57,GRU,BRC,2020-07-01,2020-07-22,1989
417,25/01/2020 15:14:57,GRU,BRC,2020-07-02,2020-07-16,1988
418,25/01/2020 15:14:57,GRU,BRC,2020-07-02,2020-07-17,1982
419,25/01/2020 15:14:57,GRU,BRC,2020-07-02,2020-07-18,2087
420,25/01/2020 15:14:57,GRU,BRC,2020-07-02,2020-07-19,2098
421,25/01/2020 15:14:57,GRU,BRC,2020-07-02,2020-07-20,1991
422,25/01/2020 15:14:57,GRU,BRC,2020-07-02,2020-07-21,1989
423,25/01/2020 15:14:57,GRU,BRC,2020-07-02,2020-07-22,1991
424,25/01/2020 15:14:57,GRU,BRC,2020-07-03,2020-07-16,2008
425,25/01/2020 15:14:57,GRU,BRC,2020-07-03,2020-07-17,2007
426,25/01/2020 15:14:57,GRU,BRC,2020-07-03,2020-07-18,2097
427,25/01/2020 15:14:57,GRU,BRC,2020-07-03,2020-07-19,2101
428,25/01/2020 15:14:57,GRU,BRC,2020-07-03,2020-07-20,2004
429,25/01/2020 15:14:57,GRU,BRC,2020-07-03,2020-07-21,2006
430,25/01/2020 15:14:57,GRU,BRC,2020-07-03,2020-07-22,2007
431,25/01/2020 15:14:57,GRU,BRC,2020-07-04,2020-07-16,2012
432,25/01/2020 15:14:57,GRU,BRC,2020-07-04,2020-07-17,2017
433,25/01/2020 15:14:57,GRU,BRC,2020-07-04,2020-07-18,2118
434,25/01/2020 15:14:57,GRU,BRC,2020-07-04,2020-07-19,2113
435,25/01/2020 15:14:57,GRU,BRC,2020-07-04,2020-07-20,2001
436,25/01/2020 15:14:57,GRU,BRC,2020-07-04,2020-07-21,2004
437,25/01/2020 15:14:57,GRU,BRC,2020-07-04,2020-07-22,2005
438,25/01/2020 15:14:57,GRU,BRC,2020-07-05,2020-07-16,2047
439,25/01/2020 15:14:57,GRU,BRC,2020-07-05,2020-07-17,2058
440,25/01/2020 15:14:57,GRU,BRC,2020-07-05,2020-07-18,2155
441,25/01/2020 15:14:57,GRU,BRC,2020-07-05,2020-07-19,2179
442,25/01/2020 15:14:57,GRU,BRC,2020-07-05,2020-07-20,2024
443,25/01/2020 15:14:57,GRU,BRC,2020-07-05,2020-07-21,2023
444,25/01/2020 15:14:57,GRU,BRC,2020-07-05,2020-07-22,2035
445,25/01/2020 15:14:57,GRU,BRC,2020-07-06,2020-07-16,2068
446,25/01/2020 15:14:57,GRU,BRC,2020-07-06,2020-07-17,2064
447,25/01/2020 15:14:57,GRU,BRC,2020-07-06,2020-07-18,2161
448,25/01/2020 15:14:57,GRU,BRC,2020-07-06,2020-07-19,2226
449,25/01/2020 15:14:57,GRU,BRC,2020-07-06,2020-07-20,2067
450,25/01/2020 15:14:57,GRU,BRC,2020-07-06,2020-07-21,2058
451,25/01/2020 15:14:57,GRU,BRC,2020-07-06,2020-07-22,2048
452,25/01/2020 15:14:57,GRU,BRC,2020-07-07,2020-07-16,2073
453,25/01/2020 15:14:57,GRU,BRC,2020-07-07,2020-07-17,2114
454,25/01/2020 15:14:57,GRU,BRC,2020-07-07,2020-07-18,2236
455,25/01/2020 15:14:57,GRU,BRC,2020-07-07,2020-07-19,2284
456,25/01/2020 15:14:57,GRU,BRC,2020-07-07,2020-07-20,2158
457,25/01/2020 15:14:57,GRU,BRC,2020-07-07,2020-07-21,2119
458,25/01/2020 15:14:57,GRU,BRC,2020-07-07,2020-07-22,2087
459,25/01/2020 15:14:57,GRU,LIM,2020-07-01,2020-07-16,2030
460,25/01/2020 15:14:57,GRU,LIM,2020-07-01,2020-07-17,2051
461,25/01/2020 15:14:57,GRU,LIM,2020-07-01,2020-07-18,2020
462,25/01/2020 15:14:57,GRU,LIM,2020-07-01,2020-07-19,2023
463,25/01/2020 15:14:57,GRU,LIM,2020-07-01,2020-07-20,1986
464,25/01/2020 15:14:57,GRU,LIM,2020-07-01,2020-07-21,1988
465,25/01/2020 15:14:57,GRU,LIM,2020-07-01,2020-07-22,1997
466,25/01/2020 15:14:57,GRU,LIM,2020-07-02,2020-07-16,1995
467,25/01/2020 15:14:57,GRU,LIM,2020-07-02,2020-07-17,2009
468,25/01/2020 15:14:57,GRU,LIM,2020-07-02,2020-07-18,1996
469,25/01/2020 15:14:57,GRU,LIM,2020-07-02,2020-07-19,1996
470,25/01/2020 15:14:57,GRU,LIM,2020-07-02,2020-07-20,1971
471,25/01/2020 15:14:57,GRU,LIM,2020-07-02,2020-07-21,1972
472,25/01/2020 15:14:57,GRU,LIM,2020-07-02,2020-07-22,1974
473,25/01/2020 15:14:57,GRU,LIM,2020-07-03,2020-07-16,2095
474,25/01/2020 15:14:57,GRU,LIM,2020-07-03,2020-07-17,2072
475,25/01/2020 15:14:57,GRU,LIM,2020-07-03,2020-07-18,2024
476,25/01/2020 15:14:57,GRU,LIM,2020-07-03,2020-07-19,2027
477,25/01/2020 15:14:57,GRU,LIM,2020-07-03,2020-07-20,2069
478,25/01/2020 15:14:57,GRU,LIM,2020-07-03,2020-07-21,2070
479,25/01/2020 15:14:57,GRU,LIM,2020-07-03,2020-07-22,2072
480,25/01/2020 15:14:57,GRU,LIM,2020-07-04,2020-07-16,2112
481,25/01/2020 15:14:57,GRU,LIM,2020-07-04,2020-07-17,2087
482,25/01/2020 15:14:57,GRU,LIM,2020-07-04,2020-07-18,2181
483,25/01/2020 15:14:57,GRU,LIM,2020-07-04,2020-07-19,2039
484,25/01/2020 15:14:57,GRU,LIM,2020-07-04,2020-07-20,2071
485,25/01/2020 15:14:57,GRU,LIM,2020-07-04,2020-07-21,2068
486,25/01/2020 15:14:57,GRU,LIM,2020-07-04,2020-07-22,2072
487,25/01/2020 15:14:57,GRU,LIM,2020-07-05,2020-07-16,2095
488,25/01/2020 15:14:57,GRU,LIM,2020-07-05,2020-07-17,2097
489,25/01/2020 15:14:57,GRU,LIM,2020-07-05,2020-07-18,2088
490,25/01/2020 15:14:57,GRU,LIM,2020-07-05,2020-07-19,2094
491,25/01/2020 15:14:57,GRU,LIM,2020-07-05,2020-07-20,2076
492,25/01/2020 15:14:57,GRU,LIM,2020-07-05,2020-07-21,2067
493,25/01/2020 15:14:57,GRU,LIM,2020-07-05,2020-07-22,2046
494,25/01/2020 15:14:57,GRU,LIM,2020-07-06,2020-07-16,1917
495,25/01/2020 15:14:57,GRU,LIM,2020-07-06,2020-07-17,1992
496,25/01/2020 15:14:57,GRU,LIM,2020-07-06,2020-07-18,1999
497,25/01/2020 15:14:57,GRU,LIM,2020-07-06,2020-07-19,2022
498,25/01/2020 15:14:57,GRU,LIM,2020-07-06,2020-07-20,2027
499,25/01/2020 15:14:57,GRU,LIM,2020-07-06,2020-07-21,1904
500,25/01/2020 15:14:57,GRU,LIM,2020-07-06,2020-07-22,1913
501,25/01/2020 15:14:57,GRU,LIM,2020-07-07,2020-07-16,1921
502,25/01/2020 15:14:57,GRU,LIM,2020-07-07,2020-07-17,1994
503,25/01/2020 15:14:57,GRU,LIM,2020-07-07,2020-07-18,1990
504,25/01/2020 15:14:57,GRU,LIM,2020-07-07,2020-07-19,2015
505,25/01/2020 15:14:57,GRU,LIM,2020-07-07,2020-07-20,1894
506,25/01/2020 15:14:57,GRU,LIM,2020-07-07,2020-07-21,1901
507,25/01/2020 15:14:57,GRU,LIM,2020-07-07,2020-07-22,1896
508,25/01/2020 15:14:58,GRU,CTG,2020-07-01,2020-07-16,2430
509,25/01/2020 15:14:58,GRU,CTG,2020-07-01,2020-07-17,2424
510,25/01/2020 15:14:58,GRU,CTG,2020-07-01,2020-07-18,2426
511,25/01/2020 15:14:58,GRU,CTG,2020-07-01,2020-07-19,2421
512,25/01/2020 15:14:58,GRU,CTG,2020-07-01,2020-07-20,2421
513,25/01/2020 15:14:58,GRU,CTG,2020-07-01,2020-07-21,2400
514,25/01/2020 15:14:58,GRU,CTG,2020-07-01,2020-07-22,2395
515,25/01/2020 15:14:58,GRU,CTG,2020-07-02,2020-07-16,2440
516,25/01/2020 15:14:58,GRU,CTG,2020-07-02,2020-07-17,2428
517,25/01/2020 15:14:58,GRU,CTG,2020-07-02,2020-07-18,2411
518,25/01/2020 15:14:58,GRU,CTG,2020-07-02,2020-07-19,2417
519,25/01/2020 15:14:58,GRU,CTG,2020-07-02,2020-07-20,2416
520,25/01/2020 15:14:58,GRU,CTG,2020-07-02,2020-07-21,2420
521,25/01/2020 15:14:58,GRU,CTG,2020-07-02,2020-07-22,2402
522,25/01/2020 15:14:58,GRU,CTG,2020-07-03,2020-07-16,2472
523,25/01/2020 15:14:58,GRU,CTG,2020-07-03,2020-07-17,2489
524,25/01/2020 15:14:58,GRU,CTG,2020-07-03,2020-07-18,2478
525,25/01/2020 15:14:58,GRU,CTG,2020-07-03,2020-07-19,2469
526,25/01/2020 15:14:58,GRU,CTG,2020-07-03,2020-07-20,2459
527,25/01/2020 15:14:58,GRU,CTG,2020-07-03,2020-07-21,2461
528,25/01/2020 15:14:58,GRU,CTG,2020-07-03,2020-07-22,2461
529,25/01/2020 15:14:58,GRU,CTG,2020-07-04,2020-07-16,2460
530,25/01/2020 15:14:58,GRU,CTG,2020-07-04,2020-07-17,2486
531,25/01/2020 15:14:58,GRU,CTG,2020-07-04,2020-07-18,2509
532,25/01/2020 15:14:58,GRU,CTG,2020-07-04,2020-07-19,2495
533,25/01/2020 15:14:58,GRU,CTG,2020-07-04,2020-07-20,2472
534,25/01/2020 15:14:58,GRU,CTG,2020-07-04,2020-07-21,2482
535,25/01/2020 15:14:58,GRU,CTG,2020-07-04,2020-07-22,2476
536,25/01/2020 15:14:58,GRU,CTG,2020-07-05,2020-07-16,2560
537,25/01/2020 15:14:58,GRU,CTG,2020-07-05,2020-07-17,2545
538,25/01/2020 15:14:58,GRU,CTG,2020-07-05,2020-07-18,2560
539,25/01/2020 15:14:58,GRU,CTG,2020-07-05,2020-07-19,2558
540,25/01/2020 15:14:58,GRU,CTG,2020-07-05,2020-07-20,2534
541,25/01/2020 15:14:58,GRU,CTG,2020-07-05,2020-07-21,2534
542,25/01/2020 15:14:58,GRU,CTG,2020-07-05,2020-07-22,2522
543,25/01/2020 15:14:58,GRU,CTG,2020-07-06,2020-07-16,2512
544,25/01/2020 15:14:58,GRU,CTG,2020-07-06,2020-07-17,2576
545,25/01/2020 15:14:58,GRU,CTG,2020-07-06,2020-07-18,2545
546,25/01/2020 15:14:58,GRU,CTG,2020-07-06,2020-07-19,2537
547,25/01/2020 15:14:58,GRU,CTG,2020-07-06,2020-07-20,2556
548,25/01/2020 15:14:58,GRU,CTG,2020-07-06,2020-07-21,2561
549,25/01/2020 15:14:58,GRU,CTG,2020-07-06,2020-07-22,2540
550,25/01/2020 15:14:58,GRU,CTG,2020-07-07,2020-07-16,2495
551,25/01/2020 15:14:58,GRU,CTG,2020-07-07,2020-07-17,2520
552,25/01/2020 15:14:58,GRU,CTG,2020-07-07,2020-07-18,2568
553,25/01/2020 15:14:58,GRU,CTG,2020-07-07,2020-07-19,2518
554,25/01/2020 15:14:58,GRU,CTG,2020-07-07,2020-07-20,2553
555,25/01/2020 15:14:58,GRU,CTG,2020-07-07,2020-07-21,2545
556,25/01/2020 15:14:58,GRU,CTG,2020-07-07,2020-07-22,2527
557,25/01/2020 15:15:09,GRU,ADZ,2020-07-03,2020-07-19,2893
558,25/01/2020 15:15:09,GRU,ADZ,2020-07-04,2020-07-19,2893
559,25/01/2020 15:15:09,GRU,FRA,2020-07-01,2020-07-16,4445
560,25/01/2020 15:15:09,GRU,FRA,2020-07-01,2020-07-17,4821
561,25/01/2020 15:15:09,GRU,FRA,2020-07-01,2020-07-18,4711
562,25/01/2020 15:15:09,GRU,FRA,2020-07-01,2020-07-19,4747
563,25/01/2020 15:15:09,GRU,FRA,2020-07-01,2020-07-20,4508
564,25/01/2020 15:15:09,GRU,FRA,2020-07-01,2020-07-21,4488
565,25/01/2020 15:15:09,GRU,FRA,2020-07-01,2020-07-22,4481
566,25/01/2020 15:15:09,GRU,FRA,2020-07-02,2020-07-16,4647
567,25/01/2020 15:15:09,GRU,FRA,2020-07-02,2020-07-17,4911
568,25/01/2020 15:15:09,GRU,FRA,2020-07-02,2020-07-18,4878
569,25/01/2020 15:15:09,GRU,FRA,2020-07-02,2020-07-19,4872
570,25/01/2020 15:15:09,GRU,FRA,2020-07-02,2020-07-20,5073
571,25/01/2020 15:15:09,GRU,FRA,2020-07-02,2020-07-21,4708
572,25/01/2020 15:15:09,GRU,FRA,2020-07-02,2020-07-22,4704
573,25/01/2020 15:15:09,GRU,FRA,2020-07-03,2020-07-16,4646
574,25/01/2020 15:15:09,GRU,FRA,2020-07-03,2020-07-17,5015
575,25/01/2020 15:15:09,GRU,FRA,2020-07-03,2020-07-18,5079
576,25/01/2020 15:15:09,GRU,FRA,2020-07-03,2020-07-19,5114
577,25/01/2020 15:15:09,GRU,FRA,2020-07-03,2020-07-20,5284
578,25/01/2020 15:15:09,GRU,FRA,2020-07-03,2020-07-21,4969
579,25/01/2020 15:15:09,GRU,FRA,2020-07-03,2020-07-22,4841
580,25/01/2020 15:15:09,GRU,FRA,2020-07-04,2020-07-16,5030
581,25/01/2020 15:15:09,GRU,FRA,2020-07-04,2020-07-17,5012
582,25/01/2020 15:15:09,GRU,FRA,2020-07-04,2020-07-18,5515
583,25/01/2020 15:15:09,GRU,FRA,2020-07-04,2020-07-19,5237
584,25/01/2020 15:15:09,GRU,FRA,2020-07-04,2020-07-20,4978
585,25/01/2020 15:15:09,GRU,FRA,2020-07-04,2020-07-21,5030
586,25/01/2020 15:15:09,GRU,FRA,2020-07-04,2020-07-22,4963
587,25/01/2020 15:15:09,GRU,FRA,2020-07-05,2020-07-16,4520
588,25/01/2020 15:15:09,GRU,FRA,2020-07-05,2020-07-17,4854
589,25/01/2020 15:15:09,GRU,FRA,2020-07-05,2020-07-18,4990
590,25/01/2020 15:15:09,GRU,FRA,2020-07-05,2020-07-19,5024
591,25/01/2020 15:15:09,GRU,FRA,2020-07-05,2020-07-20,4738
592,25/01/2020 15:15:09,GRU,FRA,2020-07-05,2020-07-21,4769
593,25/01/2020 15:15:09,GRU,FRA,2020-07-05,2020-07-22,4792
594,25/01/2020 15:15:09,GRU,FRA,2020-07-06,2020-07-16,4422
595,25/01/2020 15:15:09,GRU,FRA,2020-07-06,2020-07-17,4715
596,25/01/2020 15:15:09,GRU,FRA,2020-07-06,2020-07-18,5022
597,25/01/2020 15:15:09,GRU,FRA,2020-07-06,2020-07-19,5054
598,25/01/2020 15:15:09,GRU,FRA,2020-07-06,2020-07-20,4529
599,25/01/2020 15:15:09,GRU,FRA,2020-07-06,2020-07-21,4614
600,25/01/2020 15:15:09,GRU,FRA,2020-07-06,2020-07-22,4595
601,25/01/2020 15:15:09,GRU,FRA,2020-07-07,2020-07-16,4386
602,25/01/2020 15:15:09,GRU,FRA,2020-07-07,2020-07-17,4500
603,25/01/2020 15:15:09,GRU,FRA,2020-07-07,2020-07-18,4790
604,25/01/2020 15:15:09,GRU,FRA,2020-07-07,2020-07-19,5115
605,25/01/2020 15:15:09,GRU,FRA,2020-07-07,2020-07-20,4542
606,25/01/2020 15:15:09,GRU,FRA,2020-07-07,2020-07-21,4814
607,25/01/2020 15:15:09,GRU,FRA,2020-07-07,2020-07-22,4651
608,25/01/2020 15:15:10,GRU,LIS,2020-07-01,2020-07-16,3784
609,25/01/2020 15:15:10,GRU,LIS,2020-07-01,2020-07-17,4180
610,25/01/2020 15:15:10,GRU,LIS,2020-07-01,2020-07-18,4227
611,25/01/2020 15:15:10,GRU,LIS,2020-07-01,2020-07-19,4322
612,25/01/2020 15:15:10,GRU,LIS,2020-07-01,2020-07-20,3746
613,25/01/2020 15:15:10,GRU,LIS,2020-07-01,2020-07-21,4040
614,25/01/2020 15:15:10,GRU,LIS,2020-07-01,2020-07-22,4096
615,25/01/2020 15:15:10,GRU,LIS,2020-07-02,2020-07-16,3943
616,25/01/2020 15:15:10,GRU,LIS,2020-07-02,2020-07-17,4193
617,25/01/2020 15:15:10,GRU,LIS,2020-07-02,2020-07-18,4319
618,25/01/2020 15:15:10,GRU,LIS,2020-07-02,2020-07-19,4338
619,25/01/2020 15:15:10,GRU,LIS,2020-07-02,2020-07-20,4080
620,25/01/2020 15:15:10,GRU,LIS,2020-07-02,2020-07-21,4131
621,25/01/2020 15:15:10,GRU,LIS,2020-07-02,2020-07-22,4284
622,25/01/2020 15:15:10,GRU,LIS,2020-07-03,2020-07-16,4025
623,25/01/2020 15:15:10,GRU,LIS,2020-07-03,2020-07-17,4171
624,25/01/2020 15:15:10,GRU,LIS,2020-07-03,2020-07-18,4300
625,25/01/2020 15:15:10,GRU,LIS,2020-07-03,2020-07-19,4367
626,25/01/2020 15:15:10,GRU,LIS,2020-07-03,2020-07-20,4136
627,25/01/2020 15:15:10,GRU,LIS,2020-07-03,2020-07-21,4140
628,25/01/2020 15:15:10,GRU,LIS,2020-07-03,2020-07-22,4203
629,25/01/2020 15:15:10,GRU,LIS,2020-07-04,2020-07-16,4348
630,25/01/2020 15:15:10,GRU,LIS,2020-07-04,2020-07-17,4554
631,25/01/2020 15:15:10,GRU,LIS,2020-07-04,2020-07-18,4565
632,25/01/2020 15:15:10,GRU,LIS,2020-07-04,2020-07-19,4553
633,25/01/2020 15:15:10,GRU,LIS,2020-07-04,2020-07-20,4353
634,25/01/2020 15:15:10,GRU,LIS,2020-07-04,2020-07-21,4313
635,25/01/2020 15:15:10,GRU,LIS,2020-07-04,2020-07-22,4353
636,25/01/2020 15:15:10,GRU,LIS,2020-07-05,2020-07-16,4089
637,25/01/2020 15:15:10,GRU,LIS,2020-07-05,2020-07-17,4265
638,25/01/2020 15:15:10,GRU,LIS,2020-07-05,2020-07-18,4334
639,25/01/2020 15:15:10,GRU,LIS,2020-07-05,2020-07-19,4328
640,25/01/2020 15:15:10,GRU,LIS,2020-07-05,2020-07-20,4284
641,25/01/2020 15:15:10,GRU,LIS,2020-07-05,2020-07-21,4175
642,25/01/2020 15:15:10,GRU,LIS,2020-07-05,2020-07-22,4180
643,25/01/2020 15:15:10,GRU,LIS,2020-07-06,2020-07-16,3924
644,25/01/2020 15:15:10,GRU,LIS,2020-07-06,2020-07-17,3851
645,25/01/2020 15:15:10,GRU,LIS,2020-07-06,2020-07-18,4159
646,25/01/2020 15:15:10,GRU,LIS,2020-07-06,2020-07-19,4315
647,25/01/2020 15:15:10,GRU,LIS,2020-07-06,2020-07-20,3663
648,25/01/2020 15:15:10,GRU,LIS,2020-07-06,2020-07-21,4032
649,25/01/2020 15:15:10,GRU,LIS,2020-07-06,2020-07-22,3851
650,25/01/2020 15:15:10,GRU,LIS,2020-07-07,2020-07-16,4162
651,25/01/2020 15:15:10,GRU,LIS,2020-07-07,2020-07-17,4287
652,25/01/2020 15:15:10,GRU,LIS,2020-07-07,2020-07-18,4317
653,25/01/2020 15:15:10,GRU,LIS,2020-07-07,2020-07-19,4418
654,25/01/2020 15:15:10,GRU,LIS,2020-07-07,2020-07-20,4227
655,25/01/2020 15:15:10,GRU,LIS,2020-07-07,2020-07-21,4320
656,25/01/2020 15:15:10,GRU,LIS,2020-07-07,2020-07-22,4247
657,25/01/2020 15:15:11,GRU,CUN,2020-07-01,2020-07-16,3202
658,25/01/2020 15:15:11,GRU,CUN,2020-07-01,2020-07-17,3131
659,25/01/2020 15:15:11,GRU,CUN,2020-07-01,2020-07-18,3131
660,25/01/2020 15:15:11,GRU,CUN,2020-07-01,2020-07-19,3126
661,25/01/2020 15:15:11,GRU,CUN,2020-07-01,2020-07-20,3132
662,25/01/2020 15:15:11,GRU,CUN,2020-07-01,2020-07-21,3151
663,25/01/2020 15:15:11,GRU,CUN,2020-07-01,2020-07-22,3158
664,25/01/2020 15:15:11,GRU,CUN,2020-07-02,2020-07-16,3280
665,25/01/2020 15:15:11,GRU,CUN,2020-07-02,2020-07-17,3300
666,25/01/2020 15:15:11,GRU,CUN,2020-07-02,2020-07-18,3263
667,25/01/2020 15:15:11,GRU,CUN,2020-07-02,2020-07-19,3266
668,25/01/2020 15:15:11,GRU,CUN,2020-07-02,2020-07-20,3268
669,25/01/2020 15:15:11,GRU,CUN,2020-07-02,2020-07-21,3251
670,25/01/2020 15:15:11,GRU,CUN,2020-07-02,2020-07-22,3259
671,25/01/2020 15:15:11,GRU,CUN,2020-07-03,2020-07-16,3300
672,25/01/2020 15:15:11,GRU,CUN,2020-07-03,2020-07-17,3308
673,25/01/2020 15:15:11,GRU,CUN,2020-07-03,2020-07-18,3302
674,25/01/2020 15:15:11,GRU,CUN,2020-07-03,2020-07-19,3291
675,25/01/2020 15:15:11,GRU,CUN,2020-07-03,2020-07-20,3284
676,25/01/2020 15:15:11,GRU,CUN,2020-07-03,2020-07-21,3274
677,25/01/2020 15:15:11,GRU,CUN,2020-07-03,2020-07-22,3267
678,25/01/2020 15:15:11,GRU,CUN,2020-07-04,2020-07-16,3276
679,25/01/2020 15:15:11,GRU,CUN,2020-07-04,2020-07-17,3297
680,25/01/2020 15:15:11,GRU,CUN,2020-07-04,2020-07-18,3252
681,25/01/2020 15:15:11,GRU,CUN,2020-07-04,2020-07-19,3260
682,25/01/2020 15:15:11,GRU,CUN,2020-07-04,2020-07-20,3272
683,25/01/2020 15:15:11,GRU,CUN,2020-07-04,2020-07-21,3261
684,25/01/2020 15:15:11,GRU,CUN,2020-07-04,2020-07-22,3261
685,25/01/2020 15:15:11,GRU,CUN,2020-07-05,2020-07-16,3278
686,25/01/2020 15:15:11,GRU,CUN,2020-07-05,2020-07-17,3295
687,25/01/2020 15:15:11,GRU,CUN,2020-07-05,2020-07-18,3274
688,25/01/2020 15:15:11,GRU,CUN,2020-07-05,2020-07-19,3268
689,25/01/2020 15:15:11,GRU,CUN,2020-07-05,2020-07-20,3303
690,25/01/2020 15:15:11,GRU,CUN,2020-07-05,2020-07-21,3283
691,25/01/2020 15:15:11,GRU,CUN,2020-07-05,2020-07-22,3284
692,25/01/2020 15:15:11,GRU,CUN,2020-07-06,2020-07-16,3289
693,25/01/2020 15:15:11,GRU,CUN,2020-07-06,2020-07-17,3372
694,25/01/2020 15:15:11,GRU,CUN,2020-07-06,2020-07-18,3344
695,25/01/2020 15:15:11,GRU,CUN,2020-07-06,2020-07-19,3326
696,25/01/2020 15:15:11,GRU,CUN,2020-07-06,2020-07-20,3306
697,25/01/2020 15:15:11,GRU,CUN,2020-07-06,2020-07-21,3440
698,25/01/2020 15:15:11,GRU,CUN,2020-07-06,2020-07-22,3309
699,25/01/2020 15:15:11,GRU,CUN,2020-07-07,2020-07-16,3287
