,DataPesquisa,Ida,Volta,de,para,preco
76,17/01/2020 16:54:22,2020-07-05,2020-07-21,GRU,MIA,3544
77,17/01/2020 16:54:22,2020-07-05,2020-07-22,GRU,MIA,3307
78,17/01/2020 16:54:22,2020-07-05,2020-07-23,GRU,MIA,3327
79,17/01/2020 16:54:22,2020-07-06,2020-07-17,GRU,MIA,3417
80,17/01/2020 16:54:22,2020-07-06,2020-07-18,GRU,MIA,3634
81,17/01/2020 16:54:22,2020-07-06,2020-07-19,GRU,MIA,3398
82,17/01/2020 16:54:22,2020-07-06,2020-07-20,GRU,MIA,3380
83,17/01/2020 16:54:22,2020-07-06,2020-07-21,GRU,MIA,3226
84,17/01/2020 16:54:22,2020-07-06,2020-07-22,GRU,MIA,3177
85,17/01/2020 16:54:22,2020-07-06,2020-07-23,GRU,MIA,3254
86,17/01/2020 16:54:22,2020-07-07,2020-07-17,GRU,MIA,3401
87,17/01/2020 16:54:22,2020-07-07,2020-07-18,GRU,MIA,3409
88,17/01/2020 16:54:22,2020-07-07,2020-07-19,GRU,MIA,3404
89,17/01/2020 16:54:22,2020-07-07,2020-07-20,GRU,MIA,3527
90,17/01/2020 16:54:22,2020-07-07,2020-07-21,GRU,MIA,3286
91,17/01/2020 16:54:22,2020-07-07,2020-07-22,GRU,MIA,3137
92,17/01/2020 16:54:22,2020-07-07,2020-07-23,GRU,MIA,3246
93,17/01/2020 16:54:22,2020-07-08,2020-07-17,GRU,MIA,3359
94,17/01/2020 16:54:22,2020-07-08,2020-07-18,GRU,MIA,3354
95,17/01/2020 16:54:22,2020-07-08,2020-07-19,GRU,MIA,3370
96,17/01/2020 16:54:22,2020-07-08,2020-07-20,GRU,MIA,3527
97,17/01/2020 16:54:22,2020-07-08,2020-07-21,GRU,MIA,3212
98,17/01/2020 16:54:22,2020-07-08,2020-07-22,GRU,MIA,3199
99,17/01/2020 16:54:22,2020-07-08,2020-07-23,GRU,MIA,3527
100,17/01/2020 16:54:22,2020-07-05,2020-07-20,GIG,ATL,5690
101,17/01/2020 16:54:22,2020-07-07,2020-07-18,GIG,ATL,6177
102,17/01/2020 16:54:23,2020-07-02,2020-07-17,GIG,MIA,3278
103,17/01/2020 16:54:23,2020-07-02,2020-07-18,GIG,MIA,3277
104,17/01/2020 16:54:23,2020-07-02,2020-07-19,GIG,MIA,3268
105,17/01/2020 16:54:23,2020-07-02,2020-07-20,GIG,MIA,3458
106,17/01/2020 16:54:23,2020-07-02,2020-07-21,GIG,MIA,3440
107,17/01/2020 16:54:23,2020-07-02,2020-07-22,GIG,MIA,3358
108,17/01/2020 16:54:23,2020-07-02,2020-07-23,GIG,MIA,3347
109,17/01/2020 16:54:23,2020-07-03,2020-07-17,GIG,MIA,3237
110,17/01/2020 16:54:23,2020-07-03,2020-07-18,GIG,MIA,3270
111,17/01/2020 16:54:23,2020-07-03,2020-07-19,GIG,MIA,3272
112,17/01/2020 16:54:23,2020-07-03,2020-07-20,GIG,MIA,3391
113,17/01/2020 16:54:23,2020-07-03,2020-07-21,GIG,MIA,3432
114,17/01/2020 16:54:23,2020-07-03,2020-07-22,GIG,MIA,3354
115,17/01/2020 16:54:23,2020-07-03,2020-07-23,GIG,MIA,3333
116,17/01/2020 16:54:23,2020-07-04,2020-07-17,GIG,MIA,3296
117,17/01/2020 16:54:23,2020-07-04,2020-07-18,GIG,MIA,3290
118,17/01/2020 16:54:23,2020-07-04,2020-07-19,GIG,MIA,3300
119,17/01/2020 16:54:23,2020-07-04,2020-07-20,GIG,MIA,3430
120,17/01/2020 16:54:23,2020-07-04,2020-07-21,GIG,MIA,3422
121,17/01/2020 16:54:23,2020-07-04,2020-07-22,GIG,MIA,3428
122,17/01/2020 16:54:23,2020-07-04,2020-07-23,GIG,MIA,3414
123,17/01/2020 16:54:23,2020-07-05,2020-07-17,GIG,MIA,3320
124,17/01/2020 16:54:23,2020-07-05,2020-07-18,GIG,MIA,3283
125,17/01/2020 16:54:23,2020-07-05,2020-07-19,GIG,MIA,3293
126,17/01/2020 16:54:23,2020-07-05,2020-07-20,GIG,MIA,3419
127,17/01/2020 16:54:23,2020-07-05,2020-07-21,GIG,MIA,3418
128,17/01/2020 16:54:23,2020-07-05,2020-07-22,GIG,MIA,3400
129,17/01/2020 16:54:23,2020-07-05,2020-07-23,GIG,MIA,3410
130,17/01/2020 16:54:23,2020-07-06,2020-07-17,GIG,MIA,3368
131,17/01/2020 16:54:23,2020-07-06,2020-07-18,GIG,MIA,3365
132,17/01/2020 16:54:23,2020-07-06,2020-07-19,GIG,MIA,3348
133,17/01/2020 16:54:23,2020-07-06,2020-07-20,GIG,MIA,3461
134,17/01/2020 16:54:23,2020-07-06,2020-07-21,GIG,MIA,3464
135,17/01/2020 16:54:23,2020-07-06,2020-07-22,GIG,MIA,3422
136,17/01/2020 16:54:23,2020-07-06,2020-07-23,GIG,MIA,3405
137,17/01/2020 16:54:23,2020-07-07,2020-07-17,GIG,MIA,3384
138,17/01/2020 16:54:23,2020-07-07,2020-07-18,GIG,MIA,3765
139,17/01/2020 16:54:23,2020-07-07,2020-07-19,GIG,MIA,3357
140,17/01/2020 16:54:23,2020-07-07,2020-07-20,GIG,MIA,3453
141,17/01/2020 16:54:23,2020-07-07,2020-07-21,GIG,MIA,3482
142,17/01/2020 16:54:23,2020-07-07,2020-07-22,GIG,MIA,3443
143,17/01/2020 16:54:23,2020-07-07,2020-07-23,GIG,MIA,3433
144,17/01/2020 16:54:23,2020-07-08,2020-07-17,GIG,MIA,3430
145,17/01/2020 16:54:23,2020-07-08,2020-07-18,GIG,MIA,3385
146,17/01/2020 16:54:23,2020-07-08,2020-07-19,GIG,MIA,3374
147,17/01/2020 16:54:23,2020-07-08,2020-07-20,GIG,MIA,3442
148,17/01/2020 16:54:23,2020-07-08,2020-07-21,GIG,MIA,3484
149,17/01/2020 16:54:23,2020-07-08,2020-07-22,GIG,MIA,3457
150,17/01/2020 16:54:23,2020-07-08,2020-07-23,GIG,MIA,3475
